stream;model;QP;FPS;Resolution;Accuracy;Bitrate;Latency;GPU_load
1;yolo11l;22;25;1280x720;0.91598;1349.9;58.49;31.34
1;yolo11l;20;20;1280x720;0.924501;1465.2;61.84;30.75
1;yolo11l;20;25;1280x720;0.924665;1785.5;58.62;31.09
1;yolo11l;18;20;1280x720;0.922262;1987.5;59.55;30.22
1;yolo11l;18;25;1280x720;0.916333;2417.8;57.79;32.13
1;yolo11l;16;20;1280x720;0.918821;2718.2;61.16;29.81
1;yolo11l;16;25;1280x720;0.919236;3329.4;59.06;30.84
1;yolo11l;14;20;1280x720;0.923769;3552.9;59.79;31.14
1;yolo11l;14;25;1280x720;0.922062;4368.1;60.37;31.87
1;yolo11l;12;20;1280x720;0.920401;4740.3;57.69;31.0
1;yolo11l;12;25;1280x720;0.923212;5809.0;60.84;31.66
1;yolo11l;10;20;1280x720;0.919776;6491.6;61.31;30.36
1;yolo11l;10;25;1280x720;0.917569;8033.7;59.95;31.56
1;yolo11l;8;20;1280x720;0.92254;8487.4;63.38;27.88
1;yolo11l;8;25;1280x720;0.921719;10491.7;53.56;30.0
1;yolo11l;6;20;1280x720;0.92038;11273.4;57.27;30.97
1;yolo11l;6;25;1280x720;0.920966;14049.1;53.57;31.81
2;yolo11s;22;20;1280x720;0.849198;3327.1;38.4;35.17
2;yolo11s;22;25;1280x720;0.852395;3665.9;36.85;35.1
2;yolo11s;20;20;1280x720;0.85042;4274.5;37.92;34.86
2;yolo11s;20;25;1280x720;0.854015;4714.0;35.48;35.21
2;yolo11s;18;20;1280x720;0.849452;5420.2;36.18;34.82
2;yolo11s;18;25;1280x720;0.853388;5989.4;36.42;35.15
2;yolo11s;16;20;1280x720;0.849027;6855.7;36.02;34.89
2;yolo11s;16;25;1280x720;0.852759;7591.5;35.93;34.92
2;yolo11s;14;20;1280x720;0.847901;8489.7;37.03;34.79
2;yolo11s;14;25;1280x720;0.852516;9417.2;36.15;34.7
2;yolo11s;12;20;1280x720;0.853051;10466.2;36.16;35.2
2;yolo11s;12;25;1280x720;0.852003;11639.3;35.72;34.97
2;yolo11s;10;20;1280x720;0.85211;13079.5;37.78;34.5
2;yolo11s;10;25;1280x720;0.852891;14633.3;37.45;34.97
2;yolo11s;8;20;1280x720;0.853018;15981.9;35.7;34.48
2;yolo11s;8;25;1280x720;0.854422;17950.8;37.68;35.32
2;yolo11s;6;20;1280x720;0.853064;19446.8;34.04;34.72
2;yolo11s;6;25;1280x720;0.853554;22141.7;35.74;34.25
2;yolo11m;22;20;1280x720;0.899377;3327.1;41.24;35.76
2;yolo11m;22;25;1280x720;0.901475;3665.9;42.11;34.7
2;yolo11m;20;20;1280x720;0.898521;4274.5;43.17;34.68
2;yolo11m;20;25;1280x720;0.901068;4714.0;40.02;34.85
2;yolo11m;18;20;1280x720;0.897513;5420.2;40.27;34.52
2;yolo11m;18;25;1280x720;0.898805;5989.4;38.57;35.31
2;yolo11m;16;20;1280x720;0.898464;6855.7;39.56;34.75
2;yolo11m;16;25;1280x720;0.898828;7591.5;40.8;35.01
2;yolo11m;14;20;1280x720;0.89529;8489.7;40.8;34.69
2;yolo11m;14;25;1280x720;0.897115;9417.2;41.25;34.74
2;yolo11m;12;20;1280x720;0.899147;10466.2;39.63;34.46
2;yolo11m;12;25;1280x720;0.896299;11639.3;40.27;34.54
2;yolo11m;10;20;1280x720;0.899589;13079.5;40.17;34.15
2;yolo11m;10;25;1280x720;0.897217;14633.3;41.42;34.41
2;yolo11m;8;20;1280x720;0.89964;15981.9;39.08;34.81
2;yolo11m;8;25;1280x720;0.899744;17950.8;39.24;34.99
2;yolo11m;6;20;1280x720;0.897992;19446.8;39.19;34.59
2;yolo11m;6;25;1280x720;0.898557;22141.7;37.75;34.94
2;yolo11l;22;20;1280x720;0.907531;3327.1;51.84;34.5
2;yolo11l;22;25;1280x720;0.910619;3665.9;52.89;34.39
2;yolo11l;20;20;1280x720;0.907395;4274.5;54.01;34.04
2;yolo11l;20;25;1280x720;0.910159;4714.0;51.63;35.1
2;yolo11l;18;20;1280x720;0.906912;5420.2;52.79;34.43
2;yolo11l;18;25;1280x720;0.908455;5989.4;52.75;34.52
2;yolo11l;16;20;1280x720;0.907357;6855.7;52.05;34.11
2;yolo11l;16;25;1280x720;0.907911;7591.5;51.12;34.26
2;yolo11l;14;20;1280x720;0.904466;8489.7;49.3;34.93
2;yolo11l;14;25;1280x720;0.905979;9417.2;51.32;34.12
2;yolo11l;12;20;1280x720;0.908304;10466.2;52.27;34.82
2;yolo11l;12;25;1280x720;0.905237;11639.3;53.74;34.41
2;yolo11l;10;20;1280x720;0.90834;13079.5;50.71;34.1
2;yolo11l;10;25;1280x720;0.905908;14633.3;49.76;34.57
2;yolo11l;8;20;1280x720;0.908063;15981.9;51.08;34.3
2;yolo11l;8;25;1280x720;0.907666;17950.8;52.01;34.1
2;yolo11l;6;20;1280x720;0.907029;19446.8;51.17;34.39
2;yolo11l;6;25;1280x720;0.906468;22141.7;49.82;34.76
3;yolo11s;22;20;1280x720;0.725077;904.7;32.93;34.57
3;yolo11s;22;25;1280x720;0.730974;1016.5;30.75;34.85
3;yolo11s;20;20;1280x720;0.717601;1142.3;30.79;33.68
3;yolo11s;20;25;1280x720;0.726228;1284.4;31.75;34.74
3;yolo11s;18;20;1280x720;0.722352;1452.6;29.99;34.64
3;yolo11s;18;25;1280x720;0.726108;1635.4;31.81;34.67
3;yolo11s;16;20;1280x720;0.717078;1873.2;31.08;34.75
3;yolo11s;16;25;1280x720;0.726726;2126.4;31.89;34.2
3;yolo11s;14;20;1280x720;0.716265;2251.1;32.58;34.59
3;yolo11s;14;25;1280x720;0.717548;2548.7;33.08;34.08
3;yolo11s;12;20;1280x720;0.719351;2813.3;30.42;34.07
3;yolo11s;12;25;1280x720;0.71808;3181.3;32.9;34.55
3;yolo11s;10;20;1280x720;0.714719;3581.7;30.64;34.52
3;yolo11s;10;25;1280x720;0.71628;4076.4;31.24;34.16
3;yolo11s;8;20;1280x720;0.718856;4449.8;32.29;34.92
3;yolo11s;8;25;1280x720;0.717873;5064.0;32.82;34.46
3;yolo11s;6;20;1280x720;0.719016;5642.6;33.22;34.22
3;yolo11s;6;25;1280x720;0.716269;6509.3;31.95;33.57
3;yolo11m;22;20;1280x720;0.787486;904.7;38.63;34.41
3;yolo11m;22;25;1280x720;0.797366;1016.5;37.27;34.38
3;yolo11m;20;20;1280x720;0.791018;1142.3;38.41;34.18
3;yolo11m;20;25;1280x720;0.797355;1284.4;38.48;34.78
3;yolo11m;18;20;1280x720;0.792259;1452.6;36.93;34.8
3;yolo11m;18;25;1280x720;0.791336;1635.4;39.92;34.68
3;yolo11m;16;20;1280x720;0.788168;1873.2;36.86;34.67
3;yolo11m;16;25;1280x720;0.793679;2126.4;40.27;34.7
3;yolo11m;14;20;1280x720;0.786086;2251.1;36.9;35.12
3;yolo11m;14;25;1280x720;0.794788;2548.7;39.73;34.81
3;yolo11m;12;20;1280x720;0.791139;2813.3;36.45;34.96
3;yolo11m;12;25;1280x720;0.793445;3181.3;37.58;34.79
3;yolo11m;10;20;1280x720;0.792382;3581.7;38.49;34.25
3;yolo11m;10;25;1280x720;0.791014;4076.4;36.51;35.47
3;yolo11m;8;20;1280x720;0.788604;4449.8;37.48;34.69
3;yolo11m;8;25;1280x720;0.795792;5064.0;35.56;34.71
3;yolo11m;6;20;1280x720;0.790756;5642.6;35.99;34.8
3;yolo11m;6;25;1280x720;0.789729;6509.3;36.41;34.71
3;yolo11l;22;20;1280x720;0.822942;904.7;47.27;35.48
3;yolo11l;22;25;1280x720;0.825262;1016.5;47.14;34.83
3;yolo11l;20;20;1280x720;0.825593;1142.3;44.81;34.85
3;yolo11l;20;25;1280x720;0.823083;1284.4;47.4;34.74
3;yolo11l;18;20;1280x720;0.826529;1452.6;49.47;34.95
3;yolo11l;18;25;1280x720;0.824915;1635.4;48.0;34.64
3;yolo11l;16;20;1280x720;0.818604;1873.2;47.71;35.07
3;yolo11l;16;25;1280x720;0.828836;2126.4;46.39;34.6
3;yolo11l;14;20;1280x720;0.821751;2251.1;46.21;34.99
3;yolo11l;14;25;1280x720;0.822928;2548.7;46.87;34.58
3;yolo11l;12;20;1280x720;0.823947;2813.3;48.05;33.98
3;yolo11l;12;25;1280x720;0.825956;3181.3;52.68;34.26
3;yolo11l;10;20;1280x720;0.822033;3581.7;52.42;34.19
3;yolo11l;10;25;1280x720;0.823894;4076.4;49.26;34.36
3;yolo11l;8;20;1280x720;0.821575;4449.8;47.23;34.35
3;yolo11l;8;25;1280x720;0.822831;5064.0;48.46;34.67
3;yolo11l;6;20;1280x720;0.824149;5642.6;47.2;33.89
3;yolo11l;6;25;1280x720;0.821248;6509.3;47.68;34.23
